epoch,max_norm,step,train_reg_loss,val_reg_loss
45,0.0,275,1.3700810670852661,
46,,281,,0.1650584638118744
46,0.0,281,1.4153872728347778,
47,,287,,0.24807140231132507
47,0.0,287,1.2506067752838135,
48,,293,,0.18838255107402802
48,0.0,293,1.3430484533309937,
49,,299,,0.16899588704109192
49,0.0,299,1.3555340766906738,
50,,305,,0.2185492366552353
50,0.0,305,1.3171460628509521,
51,,311,,0.21035592257976532
51,0.0,311,1.3777209520339966,
52,,317,,0.16512513160705566
52,0.0,317,1.3130649328231812,
53,,323,,0.2091888189315796
53,0.0,323,1.3619043827056885,
54,,329,,0.17314951121807098
54,0.0,329,1.390767216682434,
55,,335,,0.22257660329341888
55,0.0,335,1.2859373092651367,
56,,341,,0.18553662300109863
56,0.0,341,1.295003056526184,
57,,347,,0.17995691299438477
57,0.0,347,1.3404226303100586,
58,,353,,0.20720256865024567
58,0.0,353,1.3236440420150757,
59,,359,,0.2009304314851761
59,0.0,359,1.2998803853988647,
60,,365,,0.17920757830142975
60,0.0,365,1.2979626655578613,
61,,371,,0.16976578533649445
61,0.0,371,1.3608781099319458,
62,,377,,0.24113266170024872
62,0.0,377,1.2936404943466187,
63,,383,,0.1636033058166504
63,0.0,383,1.2988183498382568,
64,,389,,0.19400246441364288
64,0.0,389,1.3521592617034912,
65,,395,,0.18154314160346985
65,0.0,395,1.2885106801986694,
66,,401,,0.18309685587882996
66,0.0,401,1.3370915651321411,
67,,407,,0.2094649076461792
67,0.0,407,1.2357220649719238,
68,,413,,0.17626892030239105
68,0.0,413,1.2745920419692993,
69,,419,,0.18580177426338196
69,0.0,419,1.2777631282806396,
70,,425,,0.18037724494934082
70,0.0,425,1.2595559358596802,
71,,431,,0.18462726473808289
71,0.0,431,1.227744698524475,
72,,437,,0.16673855483531952
72,0.0,437,1.3061648607254028,
73,,443,,0.17963306605815887
73,0.0,443,1.2980421781539917,
74,,449,,0.1804019957780838
74,0.0,449,1.2632044553756714,
75,,455,,0.17425808310508728
75,0.0,455,1.2837938070297241,
76,,461,,0.20230691134929657
76,0.0,461,1.2869884967803955,
77,,467,,0.2167617827653885
77,0.0,467,1.2918747663497925,
78,,473,,0.16662420332431793
78,0.0,473,1.251774549484253,
79,,479,,0.20620976388454437
79,0.0,479,1.3472578525543213,
80,,485,,0.2039499282836914
80,0.0,485,1.3051048517227173,
81,,491,,0.16080917418003082
81,0.0,491,1.26460862159729,
82,,497,,0.19254136085510254
82,0.0,497,1.2434841394424438,
83,,503,,0.16634400188922882
83,0.0,503,1.2625218629837036,
84,,509,,0.20726236701011658
84,0.0,509,1.2433207035064697,
85,,515,,0.18068230152130127
85,0.0,515,1.256971001625061,
86,,521,,0.1734975427389145
86,0.0,521,1.2646960020065308,
87,,527,,0.2373446226119995
87,0.0,527,1.289869785308838,
88,,533,,0.16455872356891632
88,0.0,533,1.357279658317566,
89,,539,,0.21675118803977966
89,0.0,539,1.1985282897949219,
90,,545,,0.17086710035800934
90,0.0,545,1.2781951427459717,
91,,551,,0.20529389381408691
91,0.0,551,1.2809566259384155,
92,,557,,0.15915003418922424
92,0.0,557,1.345367431640625,
93,,563,,0.27133116126060486
93,0.0,563,1.243180274963379,
94,,569,,0.15979251265525818
94,0.0,569,1.2759777307510376,
95,,575,,0.22051294147968292
95,0.0,575,1.2413626909255981,
96,,581,,0.19662216305732727
96,0.0,581,1.2758517265319824,
97,,587,,0.15922339260578156
97,0.0,587,1.2085752487182617,
98,,593,,0.19896149635314941
98,0.0,593,1.2864937782287598,
99,,599,,0.1789204627275467
99,0.0,599,1.2765079736709595,
100,,605,,0.2197863757610321
100,0.0,605,1.2602899074554443,
101,,611,,0.16035784780979156
101,0.0,611,1.198026418685913,
102,,617,,0.21011941134929657
102,0.0,617,1.2152711153030396,
103,,623,,0.1717749983072281
103,0.0,623,1.275403380393982,
104,,629,,0.21159107983112335
104,0.0,629,1.2009871006011963,
105,,635,,0.15854117274284363
105,0.0,635,1.223904013633728,
106,,641,,0.18997523188591003
106,0.0,641,1.2595800161361694,
107,,647,,0.17146991193294525
107,0.0,647,1.2107466459274292,
108,,653,,0.22778065502643585
108,0.0,653,1.1860501766204834,
109,,659,,0.15995700657367706
109,0.0,659,1.2030531167984009,
110,,665,,0.1846337467432022
110,0.0,665,1.2463175058364868,
111,,671,,0.24129168689250946
111,0.0,671,1.2006491422653198,
112,,677,,0.15684270858764648
112,0.0,677,1.1963543891906738,
113,,683,,0.22664937376976013
113,0.0,683,1.2420616149902344,
114,,689,,0.15939640998840332
114,0.0,689,1.2071765661239624,
115,,695,,0.1929532289505005
115,0.0,695,1.206298589706421,
116,,701,,0.19203975796699524
116,0.0,701,1.2181305885314941,
117,,707,,0.15600399672985077
117,0.0,707,1.3324557542800903,
118,,713,,0.2607763111591339
118,0.0,713,1.1842081546783447,
119,,719,,0.16393961012363434
119,0.0,719,1.1982349157333374,
120,,725,,0.17412371933460236
120,0.0,725,1.256217360496521,
121,,731,,0.21886630356311798
121,0.0,731,1.2147822380065918,
122,,737,,0.1789582222700119
122,0.0,737,1.2565644979476929,
123,,743,,0.1867361068725586
123,0.0,743,1.2692084312438965,
124,,749,,0.1559932976961136
124,0.0,749,1.277547001838684,
125,,755,,0.23202268779277802
125,0.0,755,1.1733447313308716,
126,,761,,0.17592759430408478
126,0.0,761,1.2474802732467651,
127,,767,,0.17123283445835114
127,0.0,767,1.1997215747833252,
128,,773,,0.19665317237377167
128,0.0,773,1.148235559463501,
129,,779,,0.1661696434020996
129,0.0,779,1.2138919830322266,
130,,785,,0.19109979271888733
130,0.0,785,1.1663928031921387,
131,,791,,0.20271141827106476
131,0.0,791,1.179527997970581,
132,,797,,0.16880430281162262
132,0.0,797,1.1652336120605469,
133,,803,,0.21626374125480652
133,0.0,803,1.171865701675415,
134,,809,,0.17089633643627167
134,0.0,809,1.1612697839736938,
135,,815,,0.16327962279319763
135,0.0,815,1.209829568862915,
136,,821,,0.2259722203016281
136,0.0,821,1.1573079824447632,
137,,827,,0.16438446938991547
137,0.0,827,1.1464934349060059,
138,,833,,0.16203199326992035
138,0.0,833,1.207086443901062,
139,,839,,0.24487541615962982
139,0.0,839,1.1524786949157715,
140,,845,,0.16050362586975098
140,0.0,845,1.2179275751113892,
141,,851,,0.2318943589925766
141,0.0,851,1.1667622327804565,
142,,857,,0.16852661967277527
142,0.0,857,1.1636937856674194,
143,,863,,0.19455300271511078
143,0.0,863,1.1544045209884644,
144,,869,,0.19093608856201172
144,0.0,869,1.1126747131347656,
145,,875,,0.16592900454998016
145,0.0,875,1.0978679656982422,
146,,881,,0.16729116439819336
146,0.0,881,1.1561388969421387,
147,,887,,0.1999477595090866
147,0.0,887,1.1638411283493042,
148,,893,,0.17385460436344147
148,0.0,893,1.1065422296524048,
149,,899,,0.18281617760658264
149,0.0,899,1.12465500831604,
150,,905,,0.15704798698425293
150,0.0,905,1.1061869859695435,
151,,911,,0.23439137637615204
151,0.0,911,1.1755480766296387,
152,,917,,0.16010943055152893
152,0.0,917,1.154918909072876,
153,,923,,0.1846047192811966
153,0.0,923,1.1489943265914917,
154,,929,,0.17367351055145264
154,0.0,929,1.2034531831741333,
155,,935,,0.17144203186035156
155,0.0,935,1.257182240486145,
156,,941,,0.19654782116413116
156,0.0,941,1.1205732822418213,
157,,947,,0.15526039898395538
157,0.0,947,1.131532073020935,
158,,953,,0.20704492926597595
158,0.0,953,1.130136251449585,
159,,959,,0.15612338483333588
159,0.0,959,1.0913267135620117,
160,,965,,0.19777889549732208
160,0.0,965,1.103824257850647,
161,,971,,0.1912485808134079
161,0.0,971,1.1673352718353271,
162,,977,,0.17110173404216766
162,0.0,977,1.1083743572235107,
163,,983,,0.19770118594169617
163,0.0,983,1.0721464157104492,
164,,989,,0.15464679896831512
164,0.0,989,1.0977275371551514,
165,,995,,0.17890872061252594
165,0.0,995,1.147251844406128,
166,,1001,,0.2142867147922516
166,0.0,1001,1.10341215133667,
167,,1007,,0.15234054625034332
167,0.0,1007,1.0788586139678955,
168,,1013,,0.2024582475423813
168,0.0,1013,1.1419739723205566,
169,,1019,,0.19635160267353058
169,0.0,1019,1.1368968486785889,
170,,1025,,0.1656191349029541
170,0.0,1025,1.0676394701004028,
171,,1031,,0.1884140521287918
171,0.0,1031,1.1026097536087036,
172,,1037,,0.19032125174999237
172,0.0,1037,1.0800970792770386,
173,,1043,,0.16318254172801971
173,0.0,1043,1.1129345893859863,
174,,1049,,0.1856771856546402
174,0.0,1049,1.1163098812103271,
175,,1055,,0.1744268387556076
175,0.0,1055,1.1347196102142334,
176,,1061,,0.18048164248466492
176,0.0,1061,1.0966763496398926,
177,,1067,,0.17092101275920868
177,0.0,1067,1.1058886051177979,
178,,1073,,0.16577376425266266
178,0.0,1073,1.1104881763458252,
179,,1079,,0.20294272899627686
179,0.0,1079,1.1281527280807495,
180,,1085,,0.16645358502864838
180,0.0,1085,1.089304804801941,
181,,1091,,0.15917031466960907
181,0.0,1091,1.0773062705993652,
182,,1097,,0.219669371843338
182,0.0,1097,1.082503080368042,
183,,1103,,0.16270272433757782
183,0.0,1103,1.0755645036697388,
184,,1109,,0.17313067615032196
184,0.0,1109,1.1564664840698242,
185,,1115,,0.17706216871738434
185,0.0,1115,1.1481226682662964,
186,,1121,,0.16665969789028168
186,0.0,1121,1.1653921604156494,
187,,1127,,0.21240554749965668
187,0.0,1127,1.1428741216659546,
188,,1133,,0.1575174331665039
188,0.0,1133,1.1577589511871338,
189,,1139,,0.2824747860431671
189,0.0,1139,1.0196558237075806,
190,,1145,,0.16621215641498566
190,0.0,1145,1.0884839296340942,
191,,1151,,0.15578971803188324
191,0.0,1151,1.1169031858444214,
192,,1157,,0.20786042511463165
192,0.0,1157,1.0606849193572998,
193,,1163,,0.15714769065380096
193,0.0,1163,1.0719590187072754,
194,,1169,,0.18075695633888245
194,0.0,1169,1.1282615661621094,
195,,1175,,0.18541458249092102
195,0.0,1175,1.0468851327896118,
196,,1181,,0.16857032477855682
196,0.0,1181,1.031089425086975,
197,,1187,,0.1738223284482956
197,0.0,1187,1.0520862340927124,
198,,1193,,0.1802336871623993
198,0.0,1193,1.0112872123718262,
199,,1199,,0.17458020150661469
199,0.0,1199,1.0761969089508057,
200,,1205,,0.15581965446472168
200,0.0,1205,1.0885025262832642,
201,,1211,,0.18962882459163666
201,0.0,1211,1.0635098218917847,
202,,1217,,0.17716148495674133
202,0.0,1217,1.2130742073059082,
203,,1223,,0.16434083878993988
203,0.0,1223,1.1425732374191284,
204,,1229,,0.18835456669330597
204,0.0,1229,1.1198558807373047,
205,,1235,,0.15285250544548035
205,0.0,1235,1.063523292541504,
206,,1241,,0.22508938610553741
206,0.0,1241,1.1022777557373047,
207,,1247,,0.14921005070209503
207,0.0,1247,0.9990884065628052,
208,,1253,,0.16809214651584625
208,0.0,1253,1.043586015701294,
209,,1259,,0.2122511863708496
209,0.0,1259,1.0440919399261475,
210,,1265,,0.18291454017162323
210,0.0,1265,1.1014692783355713,
211,,1271,,0.1454787403345108
211,0.0,1271,0.9721745848655701,
212,,1277,,0.2577859163284302
212,0.0,1277,1.061761498451233,
213,,1283,,0.1494917869567871
213,0.0,1283,1.0189235210418701,
214,,1289,,0.20111562311649323
214,0.0,1289,1.0224037170410156,
215,,1295,,0.17214623093605042
215,0.0,1295,1.0173804759979248,
216,,1301,,0.16381284594535828
216,0.0,1301,1.0218623876571655,
217,,1307,,0.19030635058879852
217,0.0,1307,0.9962722659111023,
218,,1313,,0.1849154382944107
218,0.0,1313,1.026938796043396,
219,,1319,,0.16054224967956543
219,0.0,1319,0.9882204532623291,
220,,1325,,0.18724265694618225
220,0.0,1325,1.0407675504684448,
221,,1331,,0.17608942091464996
221,0.0,1331,1.0033396482467651,
222,,1337,,0.16780135035514832
222,0.0,1337,0.9942950010299683,
223,,1343,,0.19287773966789246
223,0.0,1343,1.0159008502960205,
224,,1349,,0.16919715702533722
224,0.0,1349,1.0505167245864868,
225,,1355,,0.1854068487882614
225,0.0,1355,1.0250104665756226,
226,,1361,,0.15971234440803528
226,0.0,1361,0.9892328977584839,
227,,1367,,0.19291462004184723
227,0.0,1367,1.012669324874878,
228,,1373,,0.17817136645317078
228,0.0,1373,1.0057393312454224,
229,,1379,,0.18598215281963348
229,0.0,1379,1.0148515701293945,
230,,1385,,0.149659663438797
230,0.0,1385,1.02120041847229,
231,,1391,,0.18562830984592438
231,0.0,1391,1.0185205936431885,
232,,1397,,0.1814729869365692
232,0.0,1397,0.9784953594207764,
233,,1403,,0.1554594337940216
233,0.0,1403,1.0076630115509033,
234,,1409,,0.2091936320066452
234,0.0,1409,0.9847627282142639,
235,,1415,,0.1570654660463333
235,0.0,1415,1.0012108087539673,
236,,1421,,0.20445752143859863
236,0.0,1421,0.993768036365509,
237,,1427,,0.1638706773519516
237,0.0,1427,0.9832719564437866,
238,,1433,,0.17935554683208466
238,0.0,1433,0.9777100086212158,
239,,1439,,0.19711048901081085
239,0.0,1439,0.9995757937431335,
240,,1445,,0.20441804826259613
240,0.0,1445,1.0157572031021118,
241,,1451,,0.16203534603118896
241,0.0,1451,1.0753000974655151,
242,,1457,,0.17909525334835052
242,0.0,1457,0.9952353239059448,
243,,1463,,0.16239812970161438
243,0.0,1463,0.9848235845565796,
244,,1469,,0.17261426150798798
244,0.0,1469,0.9613761305809021,
245,,1475,,0.1622088998556137
245,0.0,1475,0.9798431396484375,
246,,1481,,0.1898200809955597
246,0.0,1481,0.990955650806427,
247,,1487,,0.16444094479084015
247,0.0,1487,0.9688510894775391,
248,,1493,,0.17716579139232635
248,0.0,1493,0.9631550312042236,
249,,1499,,0.17725706100463867
249,0.0,1499,0.9995899200439453,
250,,1505,,0.15387307107448578
250,0.0,1505,0.9999224543571472,
251,,1511,,0.2233678251504898
251,0.0,1511,1.034438133239746,
252,,1517,,0.14309249818325043
252,0.0,1517,0.9798203110694885,
253,,1523,,0.23152661323547363
253,0.0,1523,0.9503396153450012,
254,,1529,,0.1420457512140274
254,0.0,1529,0.9805877208709717,
255,,1535,,0.17995014786720276
255,0.0,1535,1.0222665071487427,
256,,1541,,0.1674080640077591
256,0.0,1541,1.0191986560821533,
257,,1547,,0.19450242817401886
257,0.0,1547,1.041506290435791,
258,,1553,,0.15744750201702118
258,0.0,1553,0.9891460537910461,
259,,1559,,0.1900632381439209
259,0.0,1559,0.9464880228042603,
260,,1565,,0.1677006334066391
260,0.0,1565,0.9270762801170349,
261,,1571,,0.17544154822826385
261,0.0,1571,0.9396569728851318,
262,,1577,,0.17333976924419403
262,0.0,1577,1.0033460855484009,
263,,1583,,0.19969108700752258
263,0.0,1583,0.9614129066467285,
264,,1589,,0.14878426492214203
264,0.0,1589,0.9289109706878662,
265,,1595,,0.25146013498306274
265,0.0,1595,0.9291183352470398,
266,,1601,,0.14309556782245636
266,0.0,1601,0.9516685009002686,
267,,1607,,0.19554433226585388
267,0.0,1607,0.9675142765045166,
268,,1613,,0.15954458713531494
268,0.0,1613,0.95981365442276,
269,,1619,,0.19215205311775208
269,0.0,1619,1.0142278671264648,
270,,1625,,0.14711448550224304
270,0.0,1625,0.9242793917655945,
271,,1631,,0.19361720979213715
271,0.0,1631,0.9019479155540466,
272,,1637,,0.18297426402568817
272,0.0,1637,0.8842734694480896,
273,,1643,,0.17570602893829346
273,0.0,1643,0.9604974389076233,
274,,1649,,0.1452372968196869
274,0.0,1649,0.946879506111145,
275,,1655,,0.21133117377758026
275,0.0,1655,0.9995946288108826,
276,,1661,,0.16015100479125977
276,0.0,1661,0.9138765335083008,
277,,1667,,0.17714974284172058
277,0.0,1667,0.9627624154090881,
278,,1673,,0.15386590361595154
278,0.0,1673,0.8919177055358887,
279,,1679,,0.2041688710451126
279,0.0,1679,0.9390319585800171,
280,,1685,,0.1495806723833084
280,0.0,1685,0.9324908256530762,
281,,1691,,0.20865501463413239
281,0.0,1691,1.0011245012283325,
282,,1697,,0.14789138734340668
282,0.0,1697,0.9528326392173767,
283,,1703,,0.17756666243076324
283,0.0,1703,0.9475557208061218,
284,,1709,,0.1776275336742401
284,0.0,1709,0.8854910135269165,
285,,1715,,0.20009484887123108
285,0.0,1715,0.8636633157730103,
286,,1721,,0.14979586005210876
286,0.0,1721,0.8995108008384705,
287,,1727,,0.21824482083320618
287,0.0,1727,0.8950482606887817,
288,,1733,,0.15542030334472656
288,0.0,1733,0.9406027793884277,
289,,1739,,0.16176731884479523
289,0.0,1739,0.9810456037521362,
290,,1745,,0.20392903685569763
290,0.0,1745,0.8920637369155884,
291,,1751,,0.15233810245990753
291,0.0,1751,0.9581516981124878,
292,,1757,,0.18967364728450775
292,0.0,1757,0.9435811042785645,
293,,1763,,0.149277925491333
293,0.0,1763,0.8798423409461975,
294,,1769,,0.22969375550746918
294,0.0,1769,0.9639971256256104,
295,,1775,,0.15520231425762177
295,0.0,1775,1.117874026298523,
296,,1781,,0.15639212727546692
296,0.0,1781,0.9842333793640137,
297,,1787,,0.23630578815937042
297,0.0,1787,0.8903864622116089,
298,,1793,,0.14675584435462952
298,0.0,1793,0.8852340579032898,
299,,1799,,0.23096977174282074
299,0.0,1799,0.9170507788658142,
300,,1805,,0.14215390384197235
300,0.0,1805,0.8661569356918335,
301,,1811,,0.21280236542224884
301,0.0,1811,0.8975338935852051,
302,,1817,,0.15980546176433563
302,0.0,1817,0.8517689108848572,
303,,1823,,0.17499971389770508
303,0.0,1823,0.9153752326965332,
304,,1829,,0.18732492625713348
304,0.0,1829,0.9252666234970093,
305,,1835,,0.14412443339824677
305,0.0,1835,0.8533108830451965,
306,,1841,,0.20718537271022797
306,0.0,1841,0.9527713656425476,
307,,1847,,0.14563296735286713
307,0.0,1847,0.908298671245575,
308,,1853,,0.2766292691230774
308,0.0,1853,0.8038901090621948,
309,,1859,,0.13705410063266754
309,0.0,1859,0.8960208892822266,
310,,1865,,0.25728410482406616
310,0.0,1865,1.007711410522461,
311,,1871,,0.14003325998783112
311,0.0,1871,0.9361628293991089,
312,,1877,,0.2236035168170929
312,0.0,1877,0.9246490001678467,
313,,1883,,0.1617286503314972
313,0.0,1883,0.8949648141860962,
314,,1889,,0.19600394368171692
314,0.0,1889,0.9372631311416626,
315,,1895,,0.1377151757478714
315,0.0,1895,0.8808618187904358,
316,,1901,,0.2104705274105072
316,0.0,1901,0.9337957501411438,
317,,1907,,0.16303613781929016
317,0.0,1907,0.8825424313545227,
318,,1913,,0.18062685430049896
318,0.0,1913,0.8897578716278076,
319,,1919,,0.14905233681201935
319,0.0,1919,0.8423565030097961,
320,,1925,,0.16771487891674042
320,0.0,1925,0.826024055480957,
321,,1931,,0.16311681270599365
321,0.0,1931,0.8468695878982544,
322,,1937,,0.15495052933692932
322,0.0,1937,0.842199981212616,
323,,1943,,0.20556031167507172
323,0.0,1943,0.8888595104217529,
324,,1949,,0.14410637319087982
324,0.0,1949,0.9602405428886414,
325,,1955,,0.17363367974758148
325,0.0,1955,1.100391149520874,
326,,1961,,0.23246431350708008
326,0.0,1961,0.9364526271820068,
327,,1967,,0.13471783697605133
327,0.0,1967,0.827734649181366,
328,,1973,,0.28732767701148987
328,0.0,1973,0.9001471400260925,
329,,1979,,0.13708527386188507
329,0.0,1979,0.885310173034668,
330,,1985,,0.22927768528461456
330,0.0,1985,0.8342777490615845,
331,,1991,,0.15387766063213348
331,0.0,1991,0.89345782995224,
332,,1997,,0.1720413714647293
332,0.0,1997,0.8334648609161377,
333,,2003,,0.19549168646335602
333,0.0,2003,0.8213019371032715,
334,,2009,,0.143350750207901
334,0.0,2009,0.8518873453140259,
335,,2015,,0.1963273137807846
335,0.0,2015,0.8169106841087341,
336,,2021,,0.16804231703281403
336,0.0,2021,0.8193561434745789,
337,,2027,,0.17657120525836945
337,0.0,2027,0.8517745733261108,
338,,2033,,0.1755424588918686
338,0.0,2033,0.8648180961608887,
339,,2039,,0.19701239466667175
339,0.0,2039,0.8349437117576599,
340,,2045,,0.18721510469913483
340,0.0,2045,0.839253306388855,
341,,2051,,0.18645045161247253
341,0.0,2051,0.86565762758255,
342,,2057,,0.15441696345806122
342,0.0,2057,0.8203938603401184,
343,,2063,,0.2147899866104126
343,0.0,2063,0.7995461225509644,
344,,2069,,0.17968358099460602
344,0.0,2069,0.8750300407409668,
345,,2075,,0.1646440029144287
345,0.0,2075,0.8129176497459412,
346,,2081,,0.16418203711509705
346,0.0,2081,0.7952203154563904,
347,,2087,,0.21931394934654236
347,0.0,2087,0.8170462250709534,
348,,2093,,0.15570291876792908
348,0.0,2093,0.8101523518562317,
349,,2099,,0.1499505192041397
349,0.0,2099,0.8053463101387024,
350,,2105,,0.19366754591464996
350,0.0,2105,0.810661256313324,
351,,2111,,0.15653736889362335
351,0.0,2111,0.8015438318252563,
352,,2117,,0.21341732144355774
352,0.0,2117,0.7991753220558167,
353,,2123,,0.16219978034496307
353,0.0,2123,0.7957964539527893,
354,,2129,,0.17509767413139343
354,0.0,2129,0.7451173663139343,
355,,2135,,0.16965259611606598
355,0.0,2135,0.8059992790222168,
356,,2141,,0.16576601564884186
356,0.0,2141,0.8467114567756653,
357,,2147,,0.17462532222270966
357,0.0,2147,0.8132809996604919,
358,,2153,,0.19092948734760284
358,0.0,2153,0.8765677809715271,
359,,2159,,0.1959102898836136
359,0.0,2159,0.8899520635604858,
360,,2165,,0.15776661038398743
360,0.0,2165,0.8230829834938049,
361,,2171,,0.19439680874347687
361,0.0,2171,0.7709338068962097,
362,,2177,,0.16132409870624542
362,0.0,2177,0.773516833782196,
363,,2183,,0.2086426168680191
363,0.0,2183,0.8060290217399597,
364,,2189,,0.16049763560295105
364,0.0,2189,0.850849449634552,
365,,2195,,0.19697465002536774
365,0.0,2195,0.8920544981956482,
366,,2201,,0.14118970930576324
366,0.0,2201,0.8606412410736084,
367,,2207,,0.2947125732898712
367,0.0,2207,0.7995851635932922,
368,,2213,,0.14553202688694
368,0.0,2213,0.8229349851608276,
369,,2219,,0.1829233467578888
369,0.0,2219,0.7853291630744934,
370,,2225,,0.1648719757795334
370,0.0,2225,0.7650364637374878,
371,,2231,,0.17530396580696106
371,0.0,2231,0.8563030362129211,
372,,2237,,0.18611618876457214
372,0.0,2237,0.7633897662162781,
373,,2243,,0.1326991468667984
373,0.0,2243,0.7765941619873047,
374,,2249,,0.2598833441734314
374,0.0,2249,0.8555769324302673,
375,,2255,,0.1416037529706955
375,0.0,2255,0.7809655070304871,
376,,2261,,0.2229318618774414
376,0.0,2261,0.7740969061851501,
377,,2267,,0.15267376601696014
377,0.0,2267,0.8073176741600037,
378,,2273,,0.16036342084407806
378,0.0,2273,0.7681555151939392,
379,,2279,,0.18679669499397278
379,0.0,2279,0.7715164422988892,
380,,2285,,0.1672614961862564
380,0.0,2285,0.8333029747009277,
381,,2291,,0.1741539090871811
381,0.0,2291,0.8579382300376892,
382,,2297,,0.17937956750392914
382,0.0,2297,0.7875080108642578,
383,,2303,,0.20555976033210754
383,0.0,2303,0.772089421749115,
384,,2309,,0.15954183042049408
384,0.0,2309,0.7974089980125427,
385,,2315,,0.17192861437797546
385,0.0,2315,0.7704291343688965,
386,,2321,,0.1947018802165985
386,0.0,2321,0.7762619256973267,
387,,2327,,0.14755646884441376
387,0.0,2327,0.8107966780662537,
388,,2333,,0.2036399394273758
388,0.0,2333,0.74915611743927,
389,,2339,,0.15391279757022858
389,0.0,2339,0.746295154094696,
390,,2345,,0.21229054033756256
390,0.0,2345,0.7415183186531067,
391,,2351,,0.1517353355884552
391,0.0,2351,0.757558286190033,
392,,2357,,0.1713167428970337
392,0.0,2357,0.769681453704834,
393,,2363,,0.15894310176372528
393,0.0,2363,0.7888150811195374,
394,,2369,,0.14246532320976257
394,0.0,2369,0.8146577477455139,
395,,2375,,0.24951764941215515
395,0.0,2375,0.8862699866294861,
396,,2381,,0.13192181289196014
396,0.0,2381,0.8513205051422119,
397,,2387,,0.20933480560779572
397,0.0,2387,0.8237269520759583,
398,,2393,,0.1718762069940567
398,0.0,2393,0.7408140301704407,
399,,2399,,0.17647448182106018
399,0.0,2399,0.7459110021591187,
400,,2405,,0.1598120778799057
400,0.0,2405,0.7269871234893799,
401,,2411,,0.20358939468860626
401,0.0,2411,0.706153929233551,
402,,2417,,0.1336214691400528
402,0.0,2417,0.7635599970817566,
403,,2423,,0.2521052062511444
403,0.0,2423,0.7282501459121704,
404,,2429,,0.14095309376716614
404,0.0,2429,0.7881268858909607,
405,,2435,,0.20204207301139832
405,0.0,2435,0.7258298993110657,
406,,2441,,0.1719973236322403
406,0.0,2441,0.7299478054046631,
407,,2447,,0.2054833620786667
407,0.0,2447,0.7462825775146484,
408,,2453,,0.15834392607212067
408,0.0,2453,0.7794985175132751,
409,,2459,,0.15004923939704895
409,0.0,2459,0.8319841623306274,
