epoch,step,train_reg_loss,val_reg_loss
0,5,,1.491405725479126
0,5,6.172494888305664,
1,11,,0.022319970652461052
1,11,0.2991105914115906,
2,17,,0.11877751350402832
2,17,0.24239324033260345,
3,23,,0.02095131203532219
3,23,0.26733270287513733,
4,29,,0.08456767350435257
4,29,0.07556089758872986,
5,35,,0.20530471205711365
5,35,0.05424746870994568,
6,41,,0.16012969613075256
6,41,0.06907285749912262,
7,47,,0.07843577116727829
7,47,0.047605227679014206,
8,53,,0.0485200434923172
8,53,0.03802547976374626,
9,59,,0.05184594541788101
9,59,0.039839740842580795,
10,65,,0.06674470752477646
10,65,0.045091062784194946,
11,71,,0.0707160085439682
11,71,0.03866357356309891,
12,77,,0.07516825199127197
12,77,0.038953203707933426,
13,83,,0.07621196657419205
13,83,0.037082843482494354,
14,89,,0.06947766244411469
14,89,0.03833714500069618,
15,95,,0.07866543531417847
15,95,0.037554074078798294,
16,101,,0.07193420827388763
16,101,0.03706193342804909,
17,107,,0.06696217507123947
17,107,0.03694889321923256,
18,113,,0.06113237142562866
18,113,0.03645016625523567,
19,119,,0.06234971433877945
19,119,0.04067184776067734,
20,125,,0.05653178691864014
20,125,0.04006189480423927,
21,131,,0.06751607358455658
21,131,0.03993948921561241,
22,137,,0.07252908498048782
22,137,0.03513003885746002,
23,143,,0.056599389761686325
23,143,0.0396803542971611,
24,149,,0.052733976393938065
24,149,0.04314683750271797,
25,155,,0.04882511496543884
25,155,0.04258062690496445,
26,161,,0.05591747909784317
26,161,0.03610501065850258,
27,167,,0.0652151107788086
27,167,0.036125123500823975,
28,173,,0.06427551805973053
28,173,0.03294440731406212,
29,179,,0.0644315555691719
29,179,0.03092339262366295,
30,185,,0.0548049695789814
30,185,0.032942794263362885,
31,191,,0.05954988673329353
31,191,0.03541578724980354,
32,197,,0.05346148461103439
32,197,0.028510790318250656,
33,203,,0.055628590285778046
33,203,0.03369057923555374,
34,209,,0.05974430590867996
34,209,0.028679214417934418,
35,215,,0.06673246622085571
35,215,0.032978445291519165,
36,221,,0.06035890430212021
36,221,0.03402117267251015,
37,227,,0.04480366036295891
37,227,0.03385086730122566,
38,233,,0.047573529183864594
38,233,0.029612736776471138,
39,239,,0.050281573086977005
39,239,0.03151422366499901,
40,245,,0.05772851034998894
40,245,0.03045324794948101,
41,251,,0.05122027546167374
41,251,0.03321145474910736,
42,257,,0.05248340219259262
42,257,0.03201928734779358,
43,263,,0.048407990485429764
43,263,0.02656676433980465,
44,269,,0.05830097943544388
44,269,0.036180272698402405,
45,275,,0.040771327912807465
45,275,0.028536356985569,
46,281,,0.04334735497832298
46,281,0.028573665767908096,
47,287,,0.062026213854551315
47,287,0.030907366424798965,
48,293,,0.05918356031179428
48,293,0.03202078863978386,
49,299,,0.0450148805975914
49,299,0.025774747133255005,
50,305,,0.045855265110731125
50,305,0.03008764050900936,
51,311,,0.05104348808526993
51,311,0.022851575165987015,
52,317,,0.04184555262327194
52,317,0.02951529622077942,
53,323,,0.04610773175954819
53,323,0.027184246107935905,
54,329,,0.04710600525140762
54,329,0.02290782891213894,
55,335,,0.04914717748761177
55,335,0.022766126319766045,
56,341,,0.04269694909453392
56,341,0.031049519777297974,
57,347,,0.037548720836639404
57,347,0.03029019571840763,
58,353,,0.060279928147792816
58,353,0.025348449125885963,
59,359,,0.04363458976149559
59,359,0.030000954866409302,
60,365,,0.044510118663311005
60,365,0.029682083055377007,
61,371,,0.044448722153902054
61,371,0.026294827461242676,
62,377,,0.05087464302778244
62,377,0.026178566738963127,
63,383,,0.04334798827767372
63,383,0.02215348742902279,
64,389,,0.04460817202925682
64,389,0.029855119064450264,
65,395,,0.04955454543232918
65,395,0.031492460519075394,
66,401,,0.03191443532705307
66,401,0.02216278202831745,
67,407,,0.04268226772546768
67,407,0.027215830981731415,
68,413,,0.05718616396188736
68,413,0.027277426794171333,
69,419,,0.03451516106724739
69,419,0.024884134531021118,
70,425,,0.043767377734184265
70,425,0.02550504542887211,
71,431,,0.05749478191137314
71,431,0.024732504040002823,
72,437,,0.044342104345560074
72,437,0.018837973475456238,
73,443,,0.0346895195543766
73,443,0.026604846119880676,
74,449,,0.03999378904700279
74,449,0.02467072755098343,
75,455,,0.03853113204240799
75,455,0.02234690450131893,
76,461,,0.050457555800676346
76,461,0.021160446107387543,
