val_reg_loss,epoch,step,train_reg_loss,max_norm
,96,581,1.300157904624939,0.0
0.163279190659523,97,587,,
,97,587,1.273651361465454,0.0
0.24461139738559723,98,593,,
,98,593,1.1790822744369507,0.0
0.18785548210144043,99,599,,
,99,599,1.2668601274490356,0.0
0.17135174572467804,100,605,,
,100,605,1.2788589000701904,0.0
0.19253332912921906,101,611,,
,101,611,1.243446707725525,0.0
0.20208130776882172,102,617,,
,102,617,1.2728917598724365,0.0
0.16334836184978485,103,623,,
,103,623,1.2754101753234863,0.0
0.2036188691854477,104,629,,
,104,629,1.2517551183700562,0.0
0.1806437224149704,105,635,,
,105,635,1.249498724937439,0.0
0.1768399178981781,106,641,,
,106,641,1.2456855773925781,0.0
0.19642019271850586,107,647,,
,107,647,1.2301760911941528,0.0
0.175209179520607,108,653,,
,108,653,1.2085907459259033,0.0
0.18819601833820343,109,659,,
,109,659,1.2746249437332153,0.0
0.1627141535282135,110,665,,
,110,665,1.2561657428741455,0.0
0.21255721151828766,111,671,,
,111,671,1.2174221277236938,0.0
0.17128868401050568,112,677,,
,112,677,1.1965711116790771,0.0
0.18721802532672882,113,683,,
,113,683,1.1671499013900757,0.0
0.17782068252563477,114,689,,
,114,689,1.2591909170150757,0.0
0.2690519690513611,115,695,,
,115,695,1.2197835445404053,0.0
0.1581137329339981,116,701,,
,116,701,1.1566134691238403,0.0
0.18087050318717957,117,707,,
,117,707,1.2306689023971558,0.0
0.23740945756435394,118,713,,
,118,713,1.2953311204910278,0.0
0.16092334687709808,119,719,,
,119,719,1.3096911907196045,0.0
0.27168774604797363,120,725,,
,120,725,1.2628262042999268,0.0
0.159613698720932,121,731,,
,121,731,1.2786751985549927,0.0
0.20615091919898987,122,737,,
,122,737,1.2718981504440308,0.0
0.15917155146598816,123,743,,
,123,743,1.1940699815750122,0.0
0.2086174190044403,124,749,,
,124,749,1.2276265621185303,0.0
0.17740578949451447,125,755,,
,125,755,1.2157949209213257,0.0
0.16326867043972015,126,761,,
,126,761,1.2269020080566406,0.0
0.24518553912639618,127,767,,
,127,767,1.2202622890472412,0.0
0.15873387455940247,128,773,,
,128,773,1.2181934118270874,0.0
0.1990133821964264,129,779,,
,129,779,1.1793497800827026,0.0
0.16861137747764587,130,785,,
,130,785,1.2234928607940674,0.0
0.1855287104845047,131,791,,
,131,791,1.2145485877990723,0.0
0.20072007179260254,132,797,,
,132,797,1.1619495153427124,0.0
0.16379472613334656,133,803,,
,133,803,1.1664183139801025,0.0
0.19668321311473846,134,809,,
,134,809,1.1836168766021729,0.0
0.19550947844982147,135,815,,
,135,815,1.2236242294311523,0.0
0.16542936861515045,136,821,,
,136,821,1.158250093460083,0.0
0.1711481809616089,137,827,,
,137,827,1.1697137355804443,0.0
0.20160654187202454,138,833,,
,138,833,1.1898143291473389,0.0
0.21499337255954742,139,839,,
,139,839,1.1911380290985107,0.0
0.16724279522895813,140,845,,
,140,845,1.2232096195220947,0.0
0.2164013832807541,141,851,,
,141,851,1.235408902168274,0.0
0.16326077282428741,142,857,,
,142,857,1.1628144979476929,0.0
0.19289350509643555,143,863,,
,143,863,1.2457668781280518,0.0
0.16237398982048035,144,869,,
,144,869,1.2078492641448975,0.0
0.3048519194126129,145,875,,
,145,875,1.2563362121582031,0.0
0.1541292816400528,146,881,,
,146,881,1.2592648267745972,0.0
0.2186838537454605,147,887,,
,147,887,1.1653238534927368,0.0
0.19926027953624725,148,893,,
,148,893,1.1841578483581543,0.0
0.18303251266479492,149,899,,
,149,899,1.184122085571289,0.0
0.1862097978591919,150,905,,
,150,905,1.1706026792526245,0.0
0.18196828663349152,151,911,,
,151,911,1.1919434070587158,0.0
0.1595151275396347,152,917,,
,152,917,1.171858787536621,0.0
0.20842604339122772,153,923,,
,153,923,1.0838483572006226,0.0
0.1754145622253418,154,929,,
,154,929,1.2352179288864136,0.0
0.15752755105495453,155,935,,
,155,935,1.2053139209747314,0.0
0.2544807195663452,156,941,,
,156,941,1.1557725667953491,0.0
0.1544482409954071,157,947,,
,157,947,1.1454424858093262,0.0
0.17676571011543274,158,953,,
,158,953,1.1134824752807617,0.0
0.19247327744960785,159,959,,
,159,959,1.1020830869674683,0.0
0.19080691039562225,160,965,,
,160,965,1.1732505559921265,0.0
0.1753348559141159,161,971,,
,161,971,1.1675671339035034,0.0
0.1643318384885788,162,977,,
,162,977,1.1425710916519165,0.0
0.1927817016839981,163,983,,
,163,983,1.1474461555480957,0.0
0.18022538721561432,164,989,,
,164,989,1.2041813135147095,0.0
0.15399040281772614,165,995,,
,165,995,1.1220389604568481,0.0
0.22919227182865143,166,1001,,
,166,1001,1.1198105812072754,0.0
0.17282719910144806,167,1007,,
,167,1007,1.1366921663284302,0.0
0.19547615945339203,168,1013,,
,168,1013,1.0886563062667847,0.0
0.18377837538719177,169,1019,,
,169,1019,1.1296648979187012,0.0
0.16593395173549652,170,1025,,
,170,1025,1.1355609893798828,0.0
0.1922329217195511,171,1031,,
,171,1031,1.1411473751068115,0.0
0.21058209240436554,172,1037,,
,172,1037,1.1506948471069336,0.0
0.15272678434848785,173,1043,,
,173,1043,1.1586123704910278,0.0
0.2409931868314743,174,1049,,
,174,1049,1.1468210220336914,0.0
0.15629248321056366,175,1055,,
,175,1055,1.235427737236023,0.0
0.23534144461154938,176,1061,,
,176,1061,1.090431809425354,0.0
0.15150652825832367,177,1067,,
,177,1067,1.1083588600158691,0.0
0.1905989795923233,178,1073,,
,178,1073,1.1152573823928833,0.0
0.20690758526325226,179,1079,,
,179,1079,1.1089754104614258,0.0
0.16772808134555817,180,1085,,
,180,1085,1.1337405443191528,0.0
0.16364407539367676,181,1091,,
,181,1091,1.156775712966919,0.0
0.2252604216337204,182,1097,,
,182,1097,1.17711341381073,0.0
0.1507081687450409,183,1103,,
,183,1103,1.252746820449829,0.0
0.2577027380466461,184,1109,,
,184,1109,1.0802925825119019,0.0
0.17196893692016602,185,1115,,
,185,1115,1.124660849571228,0.0
0.16941677033901215,186,1121,,
,186,1121,1.1006115674972534,0.0
0.17476865649223328,187,1127,,
,187,1127,1.1447441577911377,0.0
0.19581453502178192,188,1133,,
,188,1133,1.106244683265686,0.0
0.18789707124233246,189,1139,,
,189,1139,1.1085504293441772,0.0
0.1625872105360031,190,1145,,
,190,1145,1.0895984172821045,0.0
0.17533376812934875,191,1151,,
,191,1151,1.1451170444488525,0.0
0.20348241925239563,192,1157,,
,192,1157,1.094987392425537,0.0
0.1693246215581894,193,1163,,
,193,1163,1.1090673208236694,0.0
0.21368010342121124,194,1169,,
,194,1169,1.0928314924240112,0.0
0.15125373005867004,195,1175,,
,195,1175,1.1294653415679932,0.0
0.19742713868618011,196,1181,,
,196,1181,1.099682331085205,0.0
0.16369281709194183,197,1187,,
,197,1187,1.230816125869751,0.0
0.22986367344856262,198,1193,,
,198,1193,1.0738695859909058,0.0
0.15460927784442902,199,1199,,
,199,1199,1.0573925971984863,0.0
0.21122755110263824,200,1205,,
,200,1205,1.092800498008728,0.0
0.14959144592285156,201,1211,,
,201,1211,1.0733610391616821,0.0
0.18499505519866943,202,1217,,
,202,1217,1.1167887449264526,0.0
0.18886597454547882,203,1223,,
,203,1223,1.0439989566802979,0.0
0.1646193414926529,204,1229,,
,204,1229,1.065241813659668,0.0
0.19761668145656586,205,1235,,
,205,1235,1.0922938585281372,0.0
0.14880798757076263,206,1241,,
,206,1241,1.0505762100219727,0.0
0.22243423759937286,207,1247,,
,207,1247,1.0445448160171509,0.0
0.15600763261318207,208,1253,,
,208,1253,1.0597937107086182,0.0
0.184921994805336,209,1259,,
,209,1259,1.066408395767212,0.0
0.168563112616539,210,1265,,
,210,1265,1.0575331449508667,0.0
0.19892606139183044,211,1271,,
,211,1271,1.056794285774231,0.0
0.17866447567939758,212,1277,,
,212,1277,1.0486869812011719,0.0
0.1543547660112381,213,1283,,
,213,1283,1.0483613014221191,0.0
0.20933471620082855,214,1289,,
,214,1289,1.0733580589294434,0.0
0.1697784960269928,215,1295,,
,215,1295,1.0549359321594238,0.0
0.1869777888059616,216,1301,,
,216,1301,1.0186409950256348,0.0
0.19102753698825836,217,1307,,
,217,1307,1.04827880859375,0.0
0.18563756346702576,218,1313,,
,218,1313,1.0887786149978638,0.0
0.16818246245384216,219,1319,,
,219,1319,1.0399409532546997,0.0
0.19208143651485443,220,1325,,
,220,1325,1.0264357328414917,0.0
0.16294102370738983,221,1331,,
,221,1331,1.083943486213684,0.0
0.15591493248939514,222,1337,,
,222,1337,1.0056161880493164,0.0
0.17119324207305908,223,1343,,
,223,1343,1.0373183488845825,0.0
0.2241182029247284,224,1349,,
,224,1349,1.02518630027771,0.0
0.14670388400554657,225,1355,,
,225,1355,1.042410135269165,0.0
0.24249900877475739,226,1361,,
,226,1361,1.0736950635910034,0.0
0.16970625519752502,227,1367,,
,227,1367,1.0377522706985474,0.0
0.16100631654262543,228,1373,,
,228,1373,1.0368708372116089,0.0
0.21758605539798737,229,1379,,
,229,1379,1.0691237449645996,0.0
0.17598550021648407,230,1385,,
,230,1385,1.07900071144104,0.0
0.1524306833744049,231,1391,,
,231,1391,1.0427813529968262,0.0
0.2585192620754242,232,1397,,
,232,1397,1.1433498859405518,0.0
0.1442805528640747,233,1403,,
,233,1403,1.0328564643859863,0.0
0.22242580354213715,234,1409,,
,234,1409,1.0657581090927124,0.0
0.1485462486743927,235,1415,,
,235,1415,1.0401976108551025,0.0
0.19238032400608063,236,1421,,
,236,1421,1.0194580554962158,0.0
0.2065989226102829,237,1427,,
,237,1427,1.0551292896270752,0.0
0.1584957093000412,238,1433,,
,238,1433,1.0318200588226318,0.0
0.18899866938591003,239,1439,,
,239,1439,1.0432853698730469,0.0
0.1507653445005417,240,1445,,
,240,1445,1.0051566362380981,0.0
0.20418144762516022,241,1451,,
,241,1451,0.9975319504737854,0.0
0.1723335087299347,242,1457,,
,242,1457,1.026686429977417,0.0
0.1850202977657318,243,1463,,
,243,1463,1.0090875625610352,0.0
0.18818418681621552,244,1469,,
,244,1469,1.0261030197143555,0.0
0.16639535129070282,245,1475,,
,245,1475,1.0886740684509277,0.0
0.23902498185634613,246,1481,,
,246,1481,1.0421706438064575,0.0
0.14325451850891113,247,1487,,
,247,1487,1.098435878753662,0.0
0.32649850845336914,248,1493,,
,248,1493,1.0081813335418701,0.0
0.14564548432826996,249,1499,,
,249,1499,0.9658028483390808,0.0
0.1687069684267044,250,1505,,
,250,1505,1.033015251159668,0.0
0.19996525347232819,251,1511,,
,251,1511,1.0193290710449219,0.0
0.14910824596881866,252,1517,,
,252,1517,0.9567610025405884,0.0
0.20199918746948242,253,1523,,
,253,1523,0.9431803822517395,0.0
0.17480090260505676,254,1529,,
,254,1529,0.9646238684654236,0.0
0.1757632941007614,255,1535,,
,255,1535,1.0054497718811035,0.0
0.18736325204372406,256,1541,,
,256,1541,0.9997491240501404,0.0
0.1725904494524002,257,1547,,
,257,1547,0.9725654125213623,0.0
0.177973672747612,258,1553,,
,258,1553,0.9407113790512085,0.0
0.19534984230995178,259,1559,,
,259,1559,0.9887958765029907,0.0
0.19040434062480927,260,1565,,
,260,1565,0.991369366645813,0.0
0.14710187911987305,261,1571,,
,261,1571,1.0862486362457275,0.0
0.2520894408226013,262,1577,,
,262,1577,1.0704967975616455,0.0
0.14224426448345184,263,1583,,
,263,1583,1.2201942205429077,0.0
0.3210189938545227,264,1589,,
,264,1589,0.9665287137031555,0.0
0.143337219953537,265,1595,,
,265,1595,1.099349021911621,0.0
0.2509870231151581,266,1601,,
,266,1601,0.9965342283248901,0.0
0.15637338161468506,267,1607,,
,267,1607,1.0181670188903809,0.0
0.18133172392845154,268,1613,,
,268,1613,0.976390540599823,0.0
0.14805659651756287,269,1619,,
,269,1619,0.9806028008460999,0.0
0.2010800540447235,270,1625,,
,270,1625,0.9364822506904602,0.0
0.16431669890880585,271,1631,,
,271,1631,0.9537595510482788,0.0
0.18095089495182037,272,1637,,
,272,1637,1.048149824142456,0.0
0.1452006995677948,273,1643,,
,273,1643,0.9954730868339539,0.0
0.1993936151266098,274,1649,,
,274,1649,0.9902559518814087,0.0
0.16175805032253265,275,1655,,
,275,1655,0.9611369967460632,0.0
0.20609547197818756,276,1661,,
,276,1661,0.9447989463806152,0.0
0.1849144995212555,277,1667,,
,277,1667,0.921625554561615,0.0
0.14383196830749512,278,1673,,
,278,1673,1.0271855592727661,0.0
0.21730218827724457,279,1679,,
,279,1679,1.014721155166626,0.0
0.14927531778812408,280,1685,,
,280,1685,1.008397102355957,0.0
0.2011331468820572,281,1691,,
,281,1691,0.9479618072509766,0.0
0.1710565835237503,282,1697,,
,282,1697,0.9449905753135681,0.0
0.18246634304523468,283,1703,,
,283,1703,0.9442296028137207,0.0
0.1555142104625702,284,1709,,
,284,1709,0.987606406211853,0.0
0.15907590091228485,285,1715,,
,285,1715,0.9171618223190308,0.0
0.16881442070007324,286,1721,,
,286,1721,0.9178996682167053,0.0
0.18399909138679504,287,1727,,
,287,1727,0.8998683094978333,0.0
0.15992236137390137,288,1733,,
,288,1733,0.9299310445785522,0.0
0.18284697830677032,289,1739,,
,289,1739,0.9362850189208984,0.0
0.1982354074716568,290,1745,,
,290,1745,0.9616227746009827,0.0
0.14516286551952362,291,1751,,
,291,1751,0.941967785358429,0.0
0.21887019276618958,292,1757,,
,292,1757,0.9585145711898804,0.0
0.17432935535907745,293,1763,,
,293,1763,0.9546873569488525,0.0
0.16386590898036957,294,1769,,
,294,1769,0.9698144197463989,0.0
0.2013314813375473,295,1775,,
,295,1775,0.9838441610336304,0.0
0.15442322194576263,296,1781,,
,296,1781,0.9346692562103271,0.0
0.18195390701293945,297,1787,,
,297,1787,0.951861560344696,0.0
0.1638183444738388,298,1793,,
,298,1793,0.9192408323287964,0.0
0.16669146716594696,299,1799,,
,299,1799,0.9459130167961121,0.0
0.1483885943889618,300,1805,,
,300,1805,0.9138316512107849,0.0
0.21196576952934265,301,1811,,
,301,1811,0.9451609253883362,0.0
0.16763488948345184,302,1817,,
,302,1817,0.924688994884491,0.0
0.1462966352701187,303,1823,,
,303,1823,0.9184103608131409,0.0
0.22024767100811005,304,1829,,
,304,1829,0.9468368887901306,0.0
0.14604470133781433,305,1835,,
,305,1835,0.9359849691390991,0.0
0.23285505175590515,306,1841,,
,306,1841,0.9193590879440308,0.0
0.14463122189044952,307,1847,,
,307,1847,0.9083598256111145,0.0
0.17910662293434143,308,1853,,
,308,1853,0.8967477679252625,0.0
0.22088535130023956,309,1859,,
,309,1859,0.9102397561073303,0.0
0.14534156024456024,310,1865,,
,310,1865,0.890927791595459,0.0
0.15931116044521332,311,1871,,
,311,1871,0.9441269636154175,0.0
0.1714521199464798,312,1877,,
,312,1877,0.9434045553207397,0.0
0.15208056569099426,313,1883,,
,313,1883,0.9696716666221619,0.0
0.22161148488521576,314,1889,,
,314,1889,0.9405539631843567,0.0
0.14718958735466003,315,1895,,
,315,1895,0.928333580493927,0.0
0.22141657769680023,316,1901,,
,316,1901,0.9021691083908081,0.0
0.17311027646064758,317,1907,,
,317,1907,0.9212456345558167,0.0
0.17642633616924286,318,1913,,
,318,1913,0.9007472991943359,0.0
0.16433599591255188,319,1919,,
,319,1919,0.9264517426490784,0.0
0.16746044158935547,320,1925,,
,320,1925,0.8749390244483948,0.0
0.18093276023864746,321,1931,,
,321,1931,0.9356535077095032,0.0
0.19853626191616058,322,1937,,
,322,1937,0.9289154410362244,0.0
0.13907834887504578,323,1943,,
,323,1943,0.8687059283256531,0.0
0.22555041313171387,324,1949,,
,324,1949,0.9265328645706177,0.0
0.15922489762306213,325,1955,,
,325,1955,0.9257712364196777,0.0
0.16572807729244232,326,1961,,
,326,1961,0.9109383821487427,0.0
0.1658695787191391,327,1967,,
,327,1967,0.8712652325630188,0.0
0.1955983191728592,328,1973,,
,328,1973,0.8742281198501587,0.0
0.1671905368566513,329,1979,,
,329,1979,0.8864273428916931,0.0
0.17881722748279572,330,1985,,
,330,1985,0.8844906091690063,0.0
0.14370059967041016,331,1991,,
,331,1991,0.8989172577857971,0.0
0.19327187538146973,332,1997,,
,332,1997,0.9006127715110779,0.0
0.16253860294818878,333,2003,,
,333,2003,0.8389142751693726,0.0
0.1694425493478775,334,2009,,
,334,2009,0.9066213965415955,0.0
0.16402935981750488,335,2015,,
,335,2015,0.8833183646202087,0.0
0.17913921177387238,336,2021,,
,336,2021,0.8722411394119263,0.0
0.1463058888912201,337,2027,,
,337,2027,0.8440282940864563,0.0
0.16113655269145966,338,2033,,
,338,2033,0.8887580037117004,0.0
0.20246969163417816,339,2039,,
,339,2039,0.8569843769073486,0.0
0.18319368362426758,340,2045,,
,340,2045,0.850902259349823,0.0
0.16507863998413086,341,2051,,
,341,2051,0.8385218977928162,0.0
0.17804627120494843,342,2057,,
,342,2057,0.874963641166687,0.0
0.19489416480064392,343,2063,,
,343,2063,0.8715431690216064,0.0
0.1502108871936798,344,2069,,
,344,2069,0.9131502509117126,0.0
0.2067263275384903,345,2075,,
,345,2075,1.033738374710083,0.0
0.1364717185497284,346,2081,,
,346,2081,0.9662932753562927,0.0
0.28381338715553284,347,2087,,
,347,2087,0.8577013611793518,0.0
0.1350756138563156,348,2093,,
,348,2093,0.8787471055984497,0.0
0.20920957624912262,349,2099,,
,349,2099,0.9141348004341125,0.0
0.18264715373516083,350,2105,,
,350,2105,0.94046550989151,0.0
0.1516904979944229,351,2111,,
,351,2111,0.8462432622909546,0.0
0.1822168529033661,352,2117,,
,352,2117,0.8466167449951172,0.0
0.17438901960849762,353,2123,,
,353,2123,0.8234661221504211,0.0
0.1912829577922821,354,2129,,
,354,2129,0.8709769248962402,0.0
0.1645970642566681,355,2135,,
,355,2135,0.8919949531555176,0.0
0.19486813247203827,356,2141,,
,356,2141,0.8618530631065369,0.0
0.16334398090839386,357,2147,,
,357,2147,0.8674104809761047,0.0
0.18515348434448242,358,2153,,
,358,2153,0.8525832891464233,0.0
0.17587463557720184,359,2159,,
,359,2159,0.8519741296768188,0.0
0.15448781847953796,360,2165,,
,360,2165,0.8731391429901123,0.0
0.17430154979228973,361,2171,,
,361,2171,0.8525453805923462,0.0
0.14586570858955383,362,2177,,
,362,2177,0.835696816444397,0.0
0.21474607288837433,363,2183,,
,363,2183,0.8252630829811096,0.0
0.16115060448646545,364,2189,,
,364,2189,0.8424181938171387,0.0
0.18379034101963043,365,2195,,
,365,2195,0.8414594531059265,0.0
0.1931767463684082,366,2201,,
,366,2201,0.8839494585990906,0.0
0.1773093044757843,367,2207,,
,367,2207,0.9073209762573242,0.0
0.17568515241146088,368,2213,,
,368,2213,0.837761640548706,0.0
0.159983292222023,369,2219,,
,369,2219,0.8601664304733276,0.0
0.18678586184978485,370,2225,,
,370,2225,0.8421444892883301,0.0
0.1740182340145111,371,2231,,
,371,2231,0.8699920177459717,0.0
0.16090668737888336,372,2237,,
,372,2237,0.844244658946991,0.0
0.18505477905273438,373,2243,,
,373,2243,0.8692134618759155,0.0
0.14921119809150696,374,2249,,
,374,2249,0.8394426107406616,0.0
0.2132563591003418,375,2255,,
,375,2255,0.8012159466743469,0.0
0.17670473456382751,376,2261,,
,376,2261,0.8601627349853516,0.0
0.1618451625108719,377,2267,,
,377,2267,0.8395644426345825,0.0
0.2189606875181198,378,2273,,
,378,2273,0.7900503873825073,0.0
0.16007614135742188,379,2279,,
,379,2279,0.8135988712310791,0.0
0.1666737049818039,380,2285,,
,380,2285,0.8358266949653625,0.0
0.15904927253723145,381,2291,,
,381,2291,0.8640158772468567,0.0
0.15864397585391998,382,2297,,
,382,2297,0.8069214224815369,0.0
0.1926415115594864,383,2303,,
,383,2303,0.7871531844139099,0.0
0.18227912485599518,384,2309,,
,384,2309,0.8264687061309814,0.0
0.17361943423748016,385,2315,,
,385,2315,0.837380588054657,0.0
0.17093874514102936,386,2321,,
,386,2321,0.8035061955451965,0.0
0.22929324209690094,387,2327,,
,387,2327,0.8280361294746399,0.0
0.1726452112197876,388,2333,,
,388,2333,0.8312490582466125,0.0
0.15303254127502441,389,2339,,
,389,2339,0.8266692757606506,0.0
0.207670658826828,390,2345,,
,390,2345,0.7726880311965942,0.0
0.15503433346748352,391,2351,,
,391,2351,0.7610286474227905,0.0
0.16181425750255585,392,2357,,
,392,2357,0.8409679532051086,0.0
0.20964550971984863,393,2363,,
,393,2363,0.8011720776557922,0.0
0.1386641412973404,394,2369,,
,394,2369,0.8158243894577026,0.0
0.20283403992652893,395,2375,,
,395,2375,0.8646267056465149,0.0
0.13741280138492584,396,2381,,
,396,2381,0.801524817943573,0.0
0.21693171560764313,397,2387,,
,397,2387,0.8341783285140991,0.0
0.15582720935344696,398,2393,,
,398,2393,0.815972626209259,0.0
0.21759559214115143,399,2399,,
,399,2399,0.8587380647659302,0.0
0.1672971397638321,400,2405,,
,400,2405,0.9308317303657532,0.0
0.17250755429267883,401,2411,,
,401,2411,0.8515781164169312,0.0
0.18849430978298187,402,2417,,
,402,2417,0.8067643642425537,0.0
0.1331641972064972,403,2423,,
,403,2423,0.7883738875389099,0.0
0.21664735674858093,404,2429,,
,404,2429,0.7767441272735596,0.0
0.1927282065153122,405,2435,,
,405,2435,0.8051367402076721,0.0
0.15293042361736298,406,2441,,
,406,2441,0.7573107481002808,0.0
0.26487046480178833,407,2447,,
,407,2447,0.8517338037490845,0.0
0.13456948101520538,408,2453,,
,408,2453,0.8901905417442322,0.0
0.21034805476665497,409,2459,,
