step,best_fitness,current_fitness
123,-318.4378967285156,-318.48992919921875
124,-318.4378967285156,-318.48992919921875
125,-318.4378967285156,-318.48992919921875
126,-318.4378967285156,-318.48992919921875
127,-318.4378967285156,-318.48992919921875
128,-318.4378967285156,-318.48992919921875
129,-318.4378967285156,-318.48992919921875
130,-318.4378967285156,-318.48992919921875
131,-318.4378967285156,-318.48992919921875
132,-318.4378967285156,-318.48992919921875
133,-318.4378967285156,-318.48992919921875
134,-318.4378967285156,-318.48992919921875
135,-318.4378967285156,-318.48992919921875
136,-318.4378967285156,-318.48992919921875
137,-318.4378967285156,-318.48992919921875
138,-318.4378967285156,-318.48992919921875
139,-318.4378967285156,-318.48992919921875
140,-318.4378967285156,-318.48992919921875
141,-318.4378967285156,-318.48992919921875
142,-318.4378967285156,-318.48992919921875
143,-318.4378967285156,-318.48992919921875
144,-318.4378967285156,-318.48992919921875
145,-318.4378967285156,-318.48992919921875
146,-318.4378967285156,-318.48992919921875
147,-318.4378967285156,-318.48992919921875
148,-318.4378967285156,-318.48992919921875
149,-318.4378967285156,-318.48992919921875
150,-318.4378967285156,-318.48992919921875
151,-318.4378967285156,-318.48992919921875
152,-318.4378967285156,-318.48992919921875
153,-318.4378967285156,-318.48992919921875
154,-318.4378967285156,-318.48992919921875
155,-318.4378967285156,-318.48992919921875
156,-318.4378967285156,-318.48992919921875
157,-318.4378967285156,-318.48992919921875
158,-318.4378967285156,-318.48992919921875
159,-318.4378967285156,-318.48992919921875
160,-318.4378967285156,-318.48992919921875
161,-318.4378967285156,-318.48992919921875
162,-318.4378967285156,-318.48992919921875
163,-318.4378967285156,-318.48992919921875
164,-318.4378967285156,-318.48992919921875
165,-318.4378967285156,-318.48992919921875
166,-318.4378967285156,-318.48992919921875
167,-318.4378967285156,-318.48992919921875
168,-318.4378967285156,-318.48992919921875
169,-318.4378967285156,-318.48992919921875
170,-318.4378967285156,-318.48992919921875
171,-318.4378967285156,-318.48992919921875
172,-318.4378967285156,-318.48992919921875
173,-318.4378967285156,-318.48992919921875
174,-318.4378967285156,-318.48992919921875
175,-318.4378967285156,-318.48992919921875
176,-318.4378967285156,-318.48992919921875
177,-318.4378967285156,-318.48992919921875
178,-318.4378967285156,-318.48992919921875
179,-318.4378967285156,-318.48992919921875
180,-318.4378967285156,-318.48992919921875
181,-318.4378967285156,-318.48992919921875
182,-318.4378967285156,-318.48992919921875
183,-318.4378967285156,-318.48992919921875
184,-318.4378967285156,-318.48992919921875
185,-318.4378967285156,-318.48992919921875
186,-318.4378967285156,-318.48992919921875
187,-318.4378967285156,-318.48992919921875
188,-318.4378967285156,-318.48992919921875
189,-318.4378967285156,-318.48992919921875
190,-318.4378967285156,-318.48992919921875
191,-318.4378967285156,-318.48992919921875
192,-318.4378967285156,-318.48992919921875
193,-318.4378967285156,-318.48992919921875
194,-318.4378967285156,-318.48992919921875
195,-318.4378967285156,-318.48992919921875
196,-318.4378967285156,-318.48992919921875
197,-318.4378967285156,-318.48992919921875
198,-318.4378967285156,-318.48992919921875
199,-318.4378967285156,-318.48992919921875
200,-318.4378967285156,-318.48992919921875
201,-318.4378967285156,-318.48992919921875
202,-318.4378967285156,-318.48992919921875
203,-318.4378967285156,-318.48992919921875
204,-318.4378967285156,-318.48992919921875
205,-318.4378967285156,-318.48992919921875
206,-318.4378967285156,-318.48992919921875
207,-318.4378967285156,-318.48992919921875
208,-318.4378967285156,-318.48992919921875
209,-318.4378967285156,-318.48992919921875
210,-310.8407287597656,-310.8407287597656
211,-310.8407287597656,-310.8407287597656
212,-310.8407287597656,-310.8407287597656
213,-310.8407287597656,-310.8407287597656
214,-310.8407287597656,-310.8407287597656
215,-310.8407287597656,-310.8407287597656
216,-310.8407287597656,-310.8407287597656
217,-310.8407287597656,-310.8407287597656
218,-310.8407287597656,-310.8407287597656
219,-310.8407287597656,-310.8407287597656
220,-310.8407287597656,-310.8407287597656
221,-310.8407287597656,-310.8407287597656
222,-310.8407287597656,-310.8407287597656
223,-310.8407287597656,-310.8407287597656
224,-310.8407287597656,-310.8407287597656
225,-310.8407287597656,-310.8407287597656
226,-310.8407287597656,-310.8407287597656
227,-310.8407287597656,-310.8407287597656
228,-310.8407287597656,-310.8419189453125
229,-310.8407287597656,-310.8419189453125
230,-310.8407287597656,-310.8419189453125
231,-310.8407287597656,-310.8419189453125
232,-310.8407287597656,-310.8419189453125
233,-310.8407287597656,-310.8419189453125
234,-310.8407287597656,-310.8419189453125
235,-310.8407287597656,-310.8419189453125
236,-310.8407287597656,-310.8419189453125
237,-310.8407287597656,-310.8419189453125
238,-310.8407287597656,-310.8419189453125
239,-310.8407287597656,-310.8419189453125
240,-310.8407287597656,-310.8419189453125
241,-310.8407287597656,-310.8419189453125
242,-310.8407287597656,-310.8419189453125
243,-310.8407287597656,-310.8419189453125
244,-310.8407287597656,-310.8419189453125
245,-310.8407287597656,-310.8419189453125
246,-310.8407287597656,-310.8419189453125
247,-310.8407287597656,-310.8419189453125
248,-310.8407287597656,-310.8419189453125
249,-310.8407287597656,-310.8419189453125
250,-310.8407287597656,-310.8419189453125
251,-310.8407287597656,-310.8419189453125
252,-310.8407287597656,-310.8419189453125
253,-310.8407287597656,-310.8419189453125
254,-310.8407287597656,-310.8419189453125
255,-310.8407287597656,-310.8419189453125
256,-310.8407287597656,-310.8419189453125
257,-310.8407287597656,-310.8419189453125
258,-310.8407287597656,-310.8419189453125
259,-310.8407287597656,-310.8419189453125
260,-310.8407287597656,-310.8419189453125
261,-310.8407287597656,-310.8419189453125
262,-310.8407287597656,-310.8419189453125
263,-310.8407287597656,-310.8419189453125
264,-310.8407287597656,-310.8419189453125
265,-310.8407287597656,-310.8419189453125
266,-310.8407287597656,-310.8419189453125
267,-310.8407287597656,-310.8419189453125
268,-310.8407287597656,-310.8419189453125
269,-310.8407287597656,-310.8419189453125
270,-310.8407287597656,-310.8419189453125
271,-306.37176513671875,-306.37176513671875
272,-306.37176513671875,-306.37176513671875
273,-306.37176513671875,-306.37176513671875
274,-306.37176513671875,-306.37176513671875
275,-306.37176513671875,-306.37176513671875
276,-306.37176513671875,-306.37176513671875
277,-306.37176513671875,-306.37176513671875
278,-306.37176513671875,-306.37176513671875
279,-306.37176513671875,-306.37176513671875
280,-306.37176513671875,-306.37176513671875
281,-306.37176513671875,-306.37176513671875
282,-306.37176513671875,-306.37176513671875
283,-306.37176513671875,-306.37176513671875
284,-306.37176513671875,-306.37176513671875
285,-306.37176513671875,-306.37176513671875
286,-306.37176513671875,-306.37176513671875
287,-306.37176513671875,-306.37176513671875
288,-306.37176513671875,-306.37176513671875
289,-306.37176513671875,-306.37176513671875
290,-306.37176513671875,-306.37176513671875
291,-306.37176513671875,-306.37176513671875
292,-306.37176513671875,-306.37176513671875
293,-306.37176513671875,-306.37176513671875
294,-306.37176513671875,-306.37176513671875
295,-306.37176513671875,-306.37176513671875
296,-306.37176513671875,-306.37176513671875
297,-306.37176513671875,-306.37176513671875
298,-306.37176513671875,-306.37176513671875
299,-306.37176513671875,-306.37176513671875
300,-306.37176513671875,-306.37176513671875
301,-306.37176513671875,-306.37176513671875
302,-306.37176513671875,-306.37176513671875
303,-306.37176513671875,-306.37176513671875
304,-306.37176513671875,-306.37176513671875
305,-306.37176513671875,-306.37176513671875
306,-306.37176513671875,-306.37176513671875
307,-306.37176513671875,-306.37176513671875
308,-306.37176513671875,-306.37176513671875
309,-306.37176513671875,-306.37176513671875
310,-306.37176513671875,-306.37176513671875
311,-306.37176513671875,-306.37176513671875
312,-306.37176513671875,-306.37176513671875
313,-306.37176513671875,-306.37176513671875
314,-306.37176513671875,-306.37176513671875
315,-306.37176513671875,-306.37176513671875
316,-306.37176513671875,-306.37176513671875
317,-306.37176513671875,-306.37176513671875
318,-306.37176513671875,-306.37176513671875
319,-306.37176513671875,-306.37176513671875
320,-306.37176513671875,-306.37176513671875
321,-306.37176513671875,-306.37176513671875
322,-306.37176513671875,-306.37176513671875
323,-306.37176513671875,-306.37176513671875
324,-306.37176513671875,-306.37176513671875
325,-306.37176513671875,-306.37176513671875
326,-306.37176513671875,-306.37176513671875
327,-306.37176513671875,-306.37176513671875
328,-306.37176513671875,-306.37176513671875
329,-306.37176513671875,-306.37176513671875
330,-306.37176513671875,-306.37176513671875
331,-306.37176513671875,-306.37176513671875
332,-306.37176513671875,-306.37176513671875
333,-306.37176513671875,-306.37176513671875
334,-306.37176513671875,-306.37176513671875
335,-306.37176513671875,-306.37176513671875
336,-306.37176513671875,-306.37176513671875
337,-306.37176513671875,-306.37176513671875
338,-306.37176513671875,-306.37176513671875
339,-306.37176513671875,-306.37176513671875
340,-306.37176513671875,-306.37176513671875
341,-306.37176513671875,-306.37176513671875
342,-306.37176513671875,-306.37176513671875
343,-306.37176513671875,-306.37176513671875
344,-306.37176513671875,-306.37176513671875
345,-306.37176513671875,-306.37176513671875
346,-306.37176513671875,-306.37176513671875
347,-306.37176513671875,-306.37176513671875
348,-306.37176513671875,-306.37176513671875
349,-306.37176513671875,-306.37176513671875
350,-306.37176513671875,-306.37176513671875
351,-306.37176513671875,-306.37176513671875
352,-306.37176513671875,-306.37176513671875
353,-306.37176513671875,-306.37176513671875
354,-306.37176513671875,-306.37176513671875
355,-306.37176513671875,-306.37176513671875
356,-306.37176513671875,-306.37176513671875
357,-306.37176513671875,-306.37176513671875
358,-306.37176513671875,-306.37176513671875
359,-306.37176513671875,-306.37176513671875
360,-306.37176513671875,-306.37176513671875
361,-306.37176513671875,-306.37176513671875
362,-306.37176513671875,-306.37176513671875
363,-306.37176513671875,-306.37176513671875
364,-306.37176513671875,-306.37176513671875
365,-306.37176513671875,-306.37176513671875
366,-306.37176513671875,-306.37176513671875
367,-306.37176513671875,-306.37176513671875
368,-306.37176513671875,-306.37176513671875
369,-306.37176513671875,-306.37176513671875
370,-306.37176513671875,-306.37176513671875
371,-306.37176513671875,-306.37176513671875
372,-306.37176513671875,-306.37176513671875
373,-306.37176513671875,-306.37176513671875
374,-306.37176513671875,-306.37176513671875
375,-306.37176513671875,-306.37176513671875
376,-306.37176513671875,-306.37176513671875
377,-306.37176513671875,-306.37176513671875
378,-306.37176513671875,-306.37176513671875
379,-306.37176513671875,-306.37176513671875
380,-306.37176513671875,-306.37176513671875
381,-306.37176513671875,-306.37176513671875
382,-306.37176513671875,-306.37176513671875
383,-306.37176513671875,-306.37176513671875
384,-306.37176513671875,-306.37176513671875
385,-306.37176513671875,-306.37176513671875
386,-306.37176513671875,-306.37176513671875
387,-306.37176513671875,-306.37176513671875
388,-306.37176513671875,-306.37176513671875
389,-306.37176513671875,-306.37176513671875
390,-306.37176513671875,-306.37176513671875
391,-306.37176513671875,-306.37176513671875
392,-306.37176513671875,-306.37176513671875
393,-306.37176513671875,-306.37176513671875
394,-306.37176513671875,-306.37176513671875
395,-306.37176513671875,-306.37176513671875
396,-306.37176513671875,-306.37176513671875
397,-306.37176513671875,-306.37176513671875
398,-306.37176513671875,-306.37176513671875
399,-306.37176513671875,-306.37176513671875
400,-306.37176513671875,-306.37176513671875
401,-306.37176513671875,-306.37176513671875
402,-306.37176513671875,-306.37176513671875
403,-306.37176513671875,-306.37176513671875
404,-306.37176513671875,-306.37176513671875
405,-306.37176513671875,-306.37176513671875
406,-306.37176513671875,-306.37176513671875
407,-306.37176513671875,-306.37176513671875
408,-306.37176513671875,-306.37176513671875
409,-306.37176513671875,-306.37176513671875
410,-306.37176513671875,-306.37176513671875
411,-306.37176513671875,-306.37176513671875
412,-306.37176513671875,-306.37176513671875
413,-306.37176513671875,-306.37176513671875
414,-306.37176513671875,-306.37176513671875
415,-306.37176513671875,-306.37176513671875
416,-306.37176513671875,-306.37176513671875
417,-306.37176513671875,-306.37176513671875
418,-306.37176513671875,-306.37176513671875
419,-306.37176513671875,-306.37176513671875
420,-306.37176513671875,-306.37176513671875
421,-306.37176513671875,-306.37176513671875
422,-306.37176513671875,-306.37176513671875
423,-306.37176513671875,-306.37176513671875
424,-306.37176513671875,-306.37176513671875
425,-306.37176513671875,-306.37176513671875
426,-306.37176513671875,-306.37176513671875
427,-306.37176513671875,-306.37176513671875
428,-306.37176513671875,-306.37176513671875
429,-306.37176513671875,-306.37176513671875
430,-306.37176513671875,-306.37176513671875
431,-306.37176513671875,-306.37176513671875
432,-306.37176513671875,-306.37176513671875
433,-306.37176513671875,-306.37176513671875
434,-306.37176513671875,-306.37176513671875
435,-306.37176513671875,-306.37176513671875
436,-306.37176513671875,-306.37176513671875
437,-306.37176513671875,-306.37176513671875
438,-306.37176513671875,-306.37176513671875
439,-306.37176513671875,-306.37176513671875
440,-306.37176513671875,-306.37176513671875
441,-306.37176513671875,-306.37176513671875
442,-306.37176513671875,-306.37176513671875
443,-306.37176513671875,-306.37176513671875
444,-306.37176513671875,-306.37176513671875
445,-306.37176513671875,-306.37176513671875
446,-306.37176513671875,-306.37176513671875
447,-306.37176513671875,-306.37176513671875
448,-306.37176513671875,-306.37176513671875
449,-306.37176513671875,-306.37176513671875
450,-306.37176513671875,-306.37176513671875
451,-306.37176513671875,-306.37176513671875
452,-306.37176513671875,-306.37176513671875
453,-306.37176513671875,-306.37176513671875
454,-306.37176513671875,-306.37176513671875
455,-306.37176513671875,-306.37176513671875
456,-306.37176513671875,-306.37176513671875
457,-306.37176513671875,-306.37176513671875
458,-306.37176513671875,-306.37176513671875
459,-306.37176513671875,-306.37176513671875
460,-306.37176513671875,-306.37176513671875
461,-306.37176513671875,-306.37176513671875
462,-306.37176513671875,-306.37176513671875
463,-306.37176513671875,-306.37176513671875
464,-306.37176513671875,-306.37176513671875
465,-306.37176513671875,-306.37176513671875
466,-306.37176513671875,-306.37176513671875
467,-306.37176513671875,-306.37176513671875
468,-306.37176513671875,-306.37176513671875
469,-306.37176513671875,-306.37176513671875
470,-306.37176513671875,-306.37176513671875
471,-306.37176513671875,-306.37176513671875
472,-306.37176513671875,-306.37176513671875
473,-306.37176513671875,-306.37176513671875
474,-306.37176513671875,-306.37176513671875
475,-306.37176513671875,-306.37176513671875
476,-306.37176513671875,-306.37176513671875
477,-306.37176513671875,-306.37176513671875
478,-306.37176513671875,-306.37176513671875
479,-306.37176513671875,-306.37176513671875
480,-306.37176513671875,-306.37176513671875
481,-306.37176513671875,-306.37176513671875
482,-306.37176513671875,-306.37176513671875
483,-306.37176513671875,-306.37176513671875
484,-306.37176513671875,-306.37176513671875
485,-306.37176513671875,-306.37176513671875
486,-306.37176513671875,-306.37176513671875
487,-306.37176513671875,-306.37176513671875
488,-306.37176513671875,-306.37176513671875
489,-306.37176513671875,-306.37176513671875
490,-306.37176513671875,-306.37176513671875
491,-306.37176513671875,-306.37176513671875
492,-306.37176513671875,-306.37176513671875
493,-306.37176513671875,-306.37176513671875
494,-306.37176513671875,-306.37176513671875
495,-306.37176513671875,-306.37176513671875
496,-306.37176513671875,-306.37176513671875
497,-306.37176513671875,-306.37176513671875
498,-306.37176513671875,-306.37176513671875
499,-306.37176513671875,-306.37176513671875
500,-306.37176513671875,-306.37176513671875
501,-306.37176513671875,-306.37176513671875
502,-306.37176513671875,-306.37176513671875
503,-306.37176513671875,-306.37176513671875
504,-306.37176513671875,-306.37176513671875
505,-306.37176513671875,-306.37176513671875
506,-306.37176513671875,-306.37176513671875
507,-306.37176513671875,-306.37176513671875
508,-306.37176513671875,-306.37176513671875
509,-306.37176513671875,-306.37176513671875
510,-306.37176513671875,-306.37176513671875
511,-306.37176513671875,-306.37176513671875
512,-306.37176513671875,-306.37176513671875
513,-306.37176513671875,-306.37176513671875
514,-306.37176513671875,-306.37176513671875
515,-306.37176513671875,-306.37176513671875
516,-306.37176513671875,-306.37176513671875
517,-306.37176513671875,-306.37176513671875
518,-306.37176513671875,-306.37176513671875
519,-306.37176513671875,-306.37176513671875
520,-306.37176513671875,-306.37176513671875
521,-306.37176513671875,-306.37176513671875
522,-306.37176513671875,-306.37176513671875
523,-306.37176513671875,-306.37176513671875
524,-306.37176513671875,-306.37176513671875
525,-306.37176513671875,-306.37176513671875
526,-306.37176513671875,-306.37176513671875
527,-306.37176513671875,-306.37176513671875
528,-306.37176513671875,-306.37176513671875
529,-306.37176513671875,-306.37176513671875
530,-306.37176513671875,-306.37176513671875
531,-306.37176513671875,-306.37176513671875
532,-306.37176513671875,-306.37176513671875
533,-306.37176513671875,-306.37176513671875
534,-306.37176513671875,-306.37176513671875
535,-306.37176513671875,-306.37176513671875
536,-306.37176513671875,-306.37176513671875
537,-306.37176513671875,-306.37176513671875
538,-306.37176513671875,-306.37176513671875
539,-306.37176513671875,-306.37176513671875
540,-306.37176513671875,-306.37176513671875
541,-306.37176513671875,-306.37176513671875
542,-306.37176513671875,-306.37176513671875
543,-306.37176513671875,-306.37176513671875
544,-306.37176513671875,-306.37176513671875
545,-306.37176513671875,-306.37176513671875
546,-306.37176513671875,-306.37176513671875
547,-306.37176513671875,-306.37176513671875
548,-306.37176513671875,-306.37176513671875
549,-306.37176513671875,-306.37176513671875
550,-306.37176513671875,-306.37176513671875
551,-306.37176513671875,-306.37176513671875
552,-306.37176513671875,-306.37176513671875
553,-306.37176513671875,-306.37176513671875
554,-306.37176513671875,-306.37176513671875
555,-306.37176513671875,-306.37176513671875
556,-306.37176513671875,-306.37176513671875
557,-306.37176513671875,-306.37176513671875
558,-306.37176513671875,-306.37176513671875
559,-306.37176513671875,-306.37176513671875
560,-306.37176513671875,-306.37176513671875
561,-306.37176513671875,-306.37176513671875
562,-306.37176513671875,-306.37176513671875
563,-306.37176513671875,-306.37176513671875
564,-306.37176513671875,-306.37176513671875
565,-306.37176513671875,-306.37176513671875
566,-306.37176513671875,-306.37176513671875
567,-306.37176513671875,-306.37176513671875
568,-306.37176513671875,-306.37176513671875
569,-306.37176513671875,-306.37176513671875
570,-306.37176513671875,-306.37176513671875
571,-306.37176513671875,-306.37176513671875
572,-306.37176513671875,-306.37176513671875
573,-306.37176513671875,-306.37176513671875
574,-306.37176513671875,-306.37176513671875
575,-306.37176513671875,-306.37176513671875
576,-306.37176513671875,-306.37176513671875
577,-306.37176513671875,-306.37176513671875
578,-306.37176513671875,-306.37176513671875
579,-306.37176513671875,-306.37176513671875
580,-306.37176513671875,-306.37176513671875
581,-306.37176513671875,-306.37176513671875
582,-306.37176513671875,-306.37176513671875
583,-306.37176513671875,-306.37176513671875
584,-306.37176513671875,-306.37176513671875
585,-306.37176513671875,-306.37176513671875
586,-306.37176513671875,-306.37176513671875
587,-306.37176513671875,-306.37176513671875
588,-306.37176513671875,-306.37176513671875
589,-306.37176513671875,-306.37176513671875
590,-306.37176513671875,-306.37176513671875
591,-306.37176513671875,-306.37176513671875
592,-306.37176513671875,-306.37176513671875
593,-306.37176513671875,-306.37176513671875
594,-306.37176513671875,-306.37176513671875
595,-306.37176513671875,-306.37176513671875
596,-306.37176513671875,-306.37176513671875
597,-306.37176513671875,-306.37176513671875
598,-306.37176513671875,-306.37176513671875
599,-306.37176513671875,-306.37176513671875
600,-306.37176513671875,-306.37176513671875
601,-306.37176513671875,-306.37176513671875
602,-306.37176513671875,-306.37176513671875
603,-306.37176513671875,-306.37176513671875
604,-306.37176513671875,-306.37176513671875
605,-306.37176513671875,-306.37176513671875
606,-306.37176513671875,-306.37176513671875
607,-306.37176513671875,-306.37176513671875
608,-306.37176513671875,-306.37176513671875
609,-306.37176513671875,-306.37176513671875
610,-306.37176513671875,-306.37176513671875
611,-306.37176513671875,-306.37176513671875
612,-306.37176513671875,-306.37176513671875
613,-306.37176513671875,-306.37176513671875
614,-306.37176513671875,-306.37176513671875
615,-306.37176513671875,-306.37176513671875
616,-306.37176513671875,-306.37176513671875
617,-306.37176513671875,-306.37176513671875
618,-306.37176513671875,-306.37176513671875
619,-306.37176513671875,-306.37176513671875
620,-306.37176513671875,-306.37176513671875
621,-306.37176513671875,-306.37176513671875
622,-306.37176513671875,-306.37176513671875
623,-306.37176513671875,-306.37176513671875
624,-306.37176513671875,-306.37176513671875
625,-306.37176513671875,-306.37176513671875
626,-306.37176513671875,-306.37176513671875
627,-306.37176513671875,-306.37176513671875
628,-306.37176513671875,-306.37176513671875
629,-306.37176513671875,-306.37176513671875
630,-306.37176513671875,-306.37176513671875
631,-306.37176513671875,-306.37176513671875
632,-306.37176513671875,-306.37176513671875
633,-306.37176513671875,-306.37176513671875
634,-306.37176513671875,-306.37176513671875
635,-306.37176513671875,-306.37176513671875
636,-306.37176513671875,-306.37176513671875
637,-306.37176513671875,-306.37176513671875
638,-306.37176513671875,-306.37176513671875
639,-306.37176513671875,-306.37176513671875
640,-306.37176513671875,-306.37176513671875
641,-306.37176513671875,-306.37176513671875
642,-306.37176513671875,-306.37176513671875
643,-306.37176513671875,-306.37176513671875
644,-306.37176513671875,-306.37176513671875
645,-306.37176513671875,-306.37176513671875
646,-306.37176513671875,-306.37176513671875
647,-306.37176513671875,-306.37176513671875
648,-306.37176513671875,-306.37176513671875
649,-306.37176513671875,-306.37176513671875
650,-306.37176513671875,-306.37176513671875
651,-306.37176513671875,-306.37176513671875
652,-306.37176513671875,-306.37176513671875
653,-306.37176513671875,-306.37176513671875
654,-306.37176513671875,-306.37176513671875
655,-306.37176513671875,-306.37176513671875
656,-306.37176513671875,-306.37176513671875
657,-306.37176513671875,-306.37176513671875
658,-306.37176513671875,-306.37176513671875
659,-306.37176513671875,-306.37176513671875
660,-306.37176513671875,-306.37176513671875
661,-306.37176513671875,-306.37176513671875
662,-306.37176513671875,-306.37176513671875
663,-306.37176513671875,-306.37176513671875
664,-306.37176513671875,-306.37176513671875
665,-306.37176513671875,-306.37176513671875
666,-306.37176513671875,-306.37176513671875
667,-306.37176513671875,-306.37176513671875
668,-306.37176513671875,-306.37176513671875
669,-306.37176513671875,-306.37176513671875
670,-306.37176513671875,-306.37176513671875
671,-306.37176513671875,-306.37176513671875
672,-306.37176513671875,-306.37176513671875
673,-306.37176513671875,-306.37176513671875
674,-306.37176513671875,-306.37176513671875
675,-306.37176513671875,-306.37176513671875
676,-306.37176513671875,-306.37176513671875
677,-306.37176513671875,-306.37176513671875
678,-306.37176513671875,-306.37176513671875
679,-306.37176513671875,-306.37176513671875
680,-306.37176513671875,-306.37176513671875
681,-306.37176513671875,-306.37176513671875
682,-306.37176513671875,-306.37176513671875
683,-306.37176513671875,-306.37176513671875
684,-306.37176513671875,-306.37176513671875
685,-306.37176513671875,-306.37176513671875
686,-306.37176513671875,-306.37176513671875
687,-306.37176513671875,-306.37176513671875
688,-306.37176513671875,-306.37176513671875
689,-306.37176513671875,-306.37176513671875
690,-306.37176513671875,-306.37176513671875
691,-306.37176513671875,-306.37176513671875
692,-306.37176513671875,-306.37176513671875
693,-306.37176513671875,-306.37176513671875
694,-306.37176513671875,-306.37176513671875
695,-306.37176513671875,-306.37176513671875
696,-306.37176513671875,-306.37176513671875
697,-306.37176513671875,-306.37176513671875
698,-306.37176513671875,-306.37176513671875
699,-306.37176513671875,-306.37176513671875
700,-306.37176513671875,-306.37176513671875
701,-306.37176513671875,-306.37176513671875
