epoch,step,train_reg_loss,val_reg_loss
0,5,,0.05898405238986015
0,5,3.143994092941284,
1,11,,0.04159776493906975
1,11,0.1314956545829773,
2,17,,0.03827798366546631
2,17,0.11926808953285217,
3,23,,0.037087999284267426
3,23,0.10859602689743042,
4,29,,0.036624662578105927
4,29,0.10179799050092697,
5,35,,0.03650440275669098
5,35,0.08416595309972763,
6,41,,0.036695074290037155
6,41,0.09146025776863098,
7,47,,0.037213217467069626
7,47,0.08368618041276932,
8,53,,0.03801548480987549
8,53,0.09705174714326859,
9,59,,0.038981109857559204
9,59,0.07329235225915909,
10,65,,0.03999615088105202
10,65,0.08227451145648956,
11,71,,0.040948908776044846
11,71,0.08376312255859375,
12,77,,0.04177325963973999
12,77,0.07198885083198547,
13,83,,0.042517028748989105
13,83,0.06922455132007599,
14,89,,0.043241143226623535
14,89,0.07234042137861252,
15,95,,0.04389341175556183
15,95,0.06710682064294815,
16,101,,0.04446183145046234
16,101,0.06663043051958084,
17,107,,0.0450655072927475
17,107,0.06124639883637428,
18,113,,0.04567867890000343
18,113,0.05545247346162796,
19,119,,0.046250246465206146
19,119,0.0664093866944313,
20,125,,0.04678359255194664
20,125,0.07130293548107147,
21,131,,0.04732701927423477
21,131,0.06987444311380386,
22,137,,0.047934699803590775
22,137,0.06001892685890198,
23,143,,0.04852793738245964
23,143,0.055326495319604874,
24,149,,0.04910717159509659
24,149,0.061442986130714417,
25,155,,0.049662716686725616
25,155,0.0784914568066597,
26,161,,0.05016840249300003
26,161,0.06691761314868927,
27,167,,0.050797559320926666
27,167,0.05915511026978493,
28,173,,0.0514189675450325
28,173,0.04890386760234833,
29,179,,0.052126117050647736
29,179,0.07225441187620163,
30,185,,0.05275649577379227
30,185,0.058669041842222214,
31,191,,0.053599756211042404
31,191,0.05724479258060455,
32,197,,0.05444918945431709
32,197,0.04819731041789055,
33,203,,0.05521668121218681
33,203,0.048247113823890686,
34,209,,0.055877577513456345
34,209,0.04544220119714737,
35,215,,0.05641494318842888
35,215,0.04949206858873367,
36,221,,0.05686195567250252
36,221,0.0475497730076313,
37,227,,0.05741100385785103
37,227,0.060248926281929016,
38,233,,0.058077432215213776
38,233,0.04004910960793495,
39,239,,0.058701902627944946
39,239,0.04427386820316315,
40,245,,0.05923301726579666
40,245,0.03848720341920853,
41,251,,0.05980917066335678
41,251,0.048186976462602615,
42,257,,0.060382403433322906
42,257,0.04201725870370865,
43,263,,0.060770779848098755
43,263,0.05297436565160751,
44,269,,0.06118757650256157
44,269,0.04595956951379776,
45,275,,0.0618288591504097
45,275,0.04372637718915939,
46,281,,0.0625542551279068
46,281,0.053117599338293076,
47,287,,0.06303171813488007
47,287,0.04749024659395218,
48,293,,0.06356719881296158
48,293,0.04042407497763634,
49,299,,0.06422492861747742
49,299,0.05285635590553284,
50,305,,0.0646948590874672
50,305,0.03379688411951065,
51,311,,0.06534181535243988
51,311,0.04910435155034065,
52,317,,0.06593791395425797
52,317,0.04411837458610535,
53,323,,0.06623773276805878
53,323,0.03600013256072998,
